Trial 2| ARP = 0.1 ,1    ,2    ,3    ,4    ,5    ,6    ,7    ,8    ,9    ,10   ,11   ,12   ,13   ,14   ,15   ,16   ,17   ,18   ,19   ,20   ,21   ,22   ,23   ,24   ,25   ,26   ,27   ,28   ,29   ,30   ,31   ,32   ,33   ,34   ,35   ,36   ,37   ,38   ,39   ,40   ,41   ,42   ,43   ,44   ,45   ,46   ,47   ,48   ,49   ,50   ,51   ,52   ,53  ,54   ,55  ,56  ,57  ,Alts,Egos,Alt_Freq      ,Ego_freq
42                 ,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,False,True ,True ,False,False,True ,True ,True ,False,False,True ,False,False,False,False,True ,True ,True ,True ,False,True ,False,False,True ,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,23  ,19  ,0.547619047619,0.452380952381
41                 ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,True ,True ,False,True ,True ,False,False,True ,False,False,True ,True ,True ,False,True ,False,True ,False,False,True ,True ,True ,True ,False,False,True ,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,26  ,15  ,0.634146341463,0.365853658537
43                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,False,True ,False,True ,True ,True ,False,True ,False,True ,False,False,True ,True ,False,False,False,True ,True ,True ,False,True ,False,False,True ,False,False,     ,     ,     ,     ,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,28  ,15  ,0.651162790698,0.348837209302
47                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,True ,False,True ,True ,False,False,False,True ,True ,False,False,False,False,True ,True ,True ,False,True ,True ,False,True ,False,True ,False,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,32  ,15  ,0.68085106383 ,0.31914893617
52                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,True ,False,True ,True ,False,False,False,True ,True ,False,False,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,False,True ,True ,False,True ,    ,     ,    ,    ,    ,39  ,13  ,0.75          ,0.25
46                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,False,False,False,False,False,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,False,True ,False,False,True ,True ,True ,     ,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,36  ,10  ,0.782608695652,0.217391304348
42                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,False,True ,False,True ,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,False,False,True ,False,True ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,34  ,8   ,0.809523809524,0.190476190476
45                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,True ,False,True ,True ,True ,True ,True ,True ,False,True ,False,True ,True ,True ,True ,False,True ,False,True ,True ,True ,True ,     ,     ,     ,     ,     ,     ,     ,    ,     ,    ,    ,    ,38  ,7   ,0.844444444444,0.155555555556
51                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,False,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,     ,    ,     ,    ,    ,    ,46  ,5   ,0.901960784314,0.0980392156863
49                 ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,True ,False,     ,     ,     ,    ,     ,    ,    ,    ,46  ,3   ,0.938775510204,0.0612244897959
